Date, Open, High, Low, Close
10/17/90, 1753.34, 1761.80, 1730.72, 1753.34
10/16/90, 1731.69, 1742.31, 1708.45, 1731.69
10/15/90, 1706.33, 1706.33, 1665.36, 1706.33
10/12/90, 1663.69, 1669.21, 1643.36, 1663.69
10/11/90, 1671.68, 1726.21, 1665.39, 1671.68
10/09/90, 1728.69, 1751.34, 1722.15, 1728.69
10/08/90, 1727.19, 1730.93, 1682.55, 1727.19
10/05/90, 1680.67, 1700.32, 1650.83, 1680.67
10/04/90, 1649.52, 1668.32, 1639.31, 1649.52
10/03/90, 1670.05, 1692.48, 1654.92, 1670.05
10/02/90, 1668.83, 1668.98, 1523.55, 1668.83
10/01/90, 1523.43, 1573.31, 1491.80, 1523.43
09/28/90, 1570.95, 1619.34, 1551.01, 1570.95
09/27/90, 1620.26, 1650.83, 1604.34, 1620.26
09/26/90, 1651.44, 1731.01, 1651.44, 1651.44
09/25/90, 1719.36, 1767.38, 1716.68, 1719.36
09/21/90, 1769.77, 1769.80, 1731.32, 1769.77
09/20/90, 1767.97, 1799.96, 1764.17, 1767.97
09/19/90, 1799.72, 1823.96, 1799.67, 1799.72
09/18/90, 1816.33, 1857.73, 1794.10, 1816.33
09/17/90, 1860.19, 1893.06, 1858.10, 1860.19
09/14/90, 1895.68, 1911.12, 1894.35, 1895.68
09/13/90, 1912.68, 1926.19, 1903.93, 1912.68
09/12/90, 1913.72, 1914.81, 1872.49, 1913.72
09/11/90, 1880.70, 1902.26, 1876.44, 1880.70
09/10/90, 1903.28, 1903.68, 1848.76, 1903.28
09/07/90, 1845.93, 1851.59, 1819.52, 1845.93
09/06/90, 1846.03, 1872.08, 1839.41, 1846.03
09/05/90, 1860.08, 1909.20, 1839.54, 1860.08
09/04/90, 1910.38, 1944.97, 1907.42, 1910.38
09/03/90, 1945.92, 1981.61, 1945.77, 1945.92
08/31/90, 1973.97, 1983.91, 1950.72, 1973.97
08/30/90, 1956.02, 1956.17, 1909.84, 1956.02
08/29/90, 1911.42, 1946.47, 1910.72, 1911.42
08/28/90, 1947.51, 1955.56, 1905.21, 1947.51
08/27/90, 1904.59, 1904.59, 1846.97, 1904.59
08/24/90, 1845.72, 1877.78, 1814.59, 1845.72
08/23/90, 1829.25, 1938.67, 1827.38, 1829.25
08/22/90, 1939.83, 2006.68, 1925.50, 1939.83
08/21/90, 2009.35, 2044.76, 2009.33, 2009.35
08/20/90, 2022.98, 2037.79, 2016.38, 2022.98
08/17/90, 2033.30, 2064.51, 2019.31, 2033.30
08/16/90, 2067.36, 2097.28, 2065.01, 2067.36
08/15/90, 2099.49, 2099.72, 2023.88, 2099.49
08/14/90, 2020.33, 2026.21, 1984.63, 2020.33
08/13/90, 1993.04, 2053.02, 1984.29, 1993.04
08/10/90, 2056.88, 2084.26, 2047.74, 2056.88
08/09/90, 2068.41, 2099.47, 2068.41, 2068.41
08/08/90, 2100.02, 2101.55, 2047.48, 2100.02
08/07/90, 2046.42, 2096.94, 2015.01, 2046.42
08/06/90, 2098.53, 2171.85, 2088.34, 2098.53
08/03/90, 2174.67, 2213.41, 2173.69, 2174.67
08/02/90, 2215.43, 2244.06, 2198.87, 2215.43
08/01/90, 2246.68, 2278.89, 2239.16, 2246.68
07/31/90, 2252.56, 2252.87, 2228.83, 2252.56
07/30/90, 2225.29, 2248.37, 2219.84, 2225.29
07/27/90, 2249.26, 2279.69, 2224.51, 2249.26
07/26/90, 2281.20, 2311.27, 2278.77, 2281.20
07/25/90, 2307.31, 2318.25, 2304.61, 2307.31
07/24/90, 2304.59, 2325.07, 2299.27, 2304.59
07/23/90, 2329.92, 2363.76, 2326.04, 2329.92
07/20/90, 2363.43, 2390.88, 2363.36, 2363.43
07/19/90, 2393.08, 2398.27, 2384.19, 2393.08
07/18/90, 2397.78, 2411.38, 2395.05, 2397.78
07/17/90, 2407.31, 2411.20, 2397.16, 2407.31
07/16/90, 2400.16, 2400.16, 2371.47, 2400.16
07/13/90, 2369.84, 2372.06, 2356.78, 2369.84
07/12/90, 2365.21, 2367.34, 2356.78, 2365.21
07/11/90, 2351.57, 2353.73, 2336.51, 2351.57
07/10/90, 2337.77, 2364.01, 2337.62, 2337.77
07/09/90, 2362.41, 2366.24, 2357.84, 2362.41
07/06/90, 2364.20, 2364.20, 2357.13, 2364.20
07/05/90, 2362.04, 2369.85, 2360.27, 2362.04
07/04/90, 2363.35, 2371.03, 2350.65, 2363.35
07/03/90, 2349.48, 2356.28, 2343.34, 2349.48
07/02/90, 2348.70, 2348.70, 2335.70, 2348.70
06/29/90, 2343.36, 2364.70, 2343.36, 2343.36
06/28/90, 2350.40, 2367.84, 2343.83, 2350.40
06/27/90, 2362.40, 2362.40, 2325.84, 2362.40
06/26/90, 2323.35, 2323.41, 2300.53, 2323.35
06/25/90, 2301.02, 2337.29, 2299.67, 2301.02
06/22/90, 2341.06, 2359.38, 2337.02, 2341.06
06/21/90, 2361.56, 2376.92, 2355.85, 2361.56
06/20/90, 2366.80, 2367.45, 2353.63, 2366.80
06/19/90, 2353.93, 2372.25, 2353.55, 2353.93
06/18/90, 2381.03, 2396.69, 2378.21, 2381.03
06/15/90, 2396.32, 2402.64, 2392.83, 2396.32
06/14/90, 2399.97, 2399.99, 2381.41, 2399.97
06/13/90, 2378.41, 2388.04, 2372.91, 2378.41
06/12/90, 2380.56, 2392.91, 2378.69, 2380.56
06/11/90, 2393.01, 2410.30, 2389.47, 2393.01
06/08/90, 2411.78, 2427.74, 2407.26, 2411.78
06/07/90, 2428.44, 2431.35, 2424.47, 2428.44
06/06/90, 2423.07, 2429.05, 2418.32, 2423.07
06/05/90, 2432.31, 2436.07, 2427.94, 2432.31
06/04/90, 2427.24, 2435.00, 2426.92, 2427.24
06/01/90, 2426.55, 2434.89, 2422.10, 2426.55
05/31/90, 2435.74, 2435.74, 2418.76, 2435.74
05/30/90, 2417.09, 2419.73, 2400.07, 2417.09
05/29/90, 2411.66, 2434.10, 2409.79, 2411.66
05/28/90, 2434.05, 2440.75, 2421.08, 2434.05
05/25/90, 2419.94, 2422.24, 2396.89, 2419.94
05/24/90, 2395.90, 2401.12, 2382.89, 2395.90
05/23/90, 2394.95, 2402.98, 2392.39, 2394.95
05/22/90, 2390.59, 2390.59, 2365.93, 2390.59
05/21/90, 2370.55, 2386.78, 2365.94, 2370.55
05/18/90, 2388.26, 2405.29, 2383.13, 2388.26
05/17/90, 2399.23, 2406.82, 2399.01, 2399.23
05/16/90, 2403.77, 2410.86, 2395.51, 2403.77
05/15/90, 2398.78, 2409.39, 2390.50, 2398.78
05/14/90, 2390.32, 2390.32, 2351.14, 2390.32
05/11/90, 2348.97, 2348.97, 2314.15, 2348.97
05/10/90, 2312.85, 2323.53, 2309.64, 2312.85
05/09/90, 2308.79, 2314.89, 2300.44, 2308.79
05/08/90, 2303.60, 2305.13, 2286.80, 2303.60
05/07/90, 2296.49, 2296.50, 2250.78, 2296.49
05/02/90, 2247.81, 2247.81, 2216.93, 2247.81
05/01/90, 2214.78, 2214.82, 2201.06, 2214.78
04/27/90, 2205.96, 2206.98, 2195.87, 2205.96
04/26/90, 2200.10, 2207.21, 2198.23, 2200.10
04/25/90, 2200.51, 2210.07, 2193.05, 2200.51
04/24/90, 2193.09, 2197.75, 2179.21, 2193.09
04/23/90, 2201.20, 2219.45, 2193.24, 2201.20
04/20/90, 2214.16, 2228.69, 2202.87, 2214.16
04/19/90, 2213.49, 2217.62, 2171.42, 2213.49
04/18/90, 2167.96, 2168.12, 2127.26, 2167.96
04/17/90, 2128.57, 2148.99, 2123.53, 2128.57
04/16/90, 2129.77, 2162.68, 2123.44, 2129.77
04/13/90, 2165.89, 2181.08, 2158.32, 2165.89
04/12/90, 2183.34, 2196.54, 2167.36, 2183.34
04/11/90, 2185.30, 2212.52, 2181.07, 2185.30
04/10/90, 2186.24, 2186.24, 2186.24, 2186.24
04/09/90, 2229.27, 2232.59, 2151.40, 2229.27
04/06/90, 2149.26, 2149.26, 2060.40, 2149.26
04/05/90, 2058.82, 2074.85, 2001.15, 2058.82
04/04/90, 2113.14, 2113.14, 2112.28, 2113.14
04/03/90, 2111.11, 2113.56, 2054.70, 2111.11
04/02/90, 2069.33, 2226.95, 2069.33, 2069.33
03/30/90, 2227.48, 2285.12, 2221.65, 2227.48
03/29/90, 2286.85, 2310.94, 2279.46, 2286.85
03/28/90, 2306.85, 2337.76, 2293.99, 2306.85
03/27/90, 2339.08, 2351.94, 2307.43, 2339.08
03/26/90, 2313.63, 2313.63, 2208.35, 2313.63
03/23/90, 2206.99, 2206.99, 2165.75, 2206.99
03/22/90, 2173.17, 2271.99, 2133.48, 2173.17
03/20/90, 2273.18, 2334.62, 2261.05, 2273.18
03/19/90, 2326.23, 2419.89, 2322.43, 2326.23
03/16/90, 2419.21, 2445.49, 2412.37, 2419.21
03/15/90, 2427.64, 2431.53, 2421.54, 2427.64
03/14/90, 2420.70, 2454.19, 2419.17, 2420.70
03/13/90, 2457.10, 2504.42, 2457.10, 2457.10
03/12/90, 2508.88, 2540.65, 2507.25, 2508.88
03/09/90, 2539.89, 2553.68, 2538.26, 2539.89
03/08/90, 2536.54, 2542.24, 2496.14, 2536.54
03/07/90, 2516.27, 2536.16, 2507.04, 2516.27
03/06/90, 2536.37, 2550.10, 2533.05, 2536.37
03/05/90, 2535.48, 2544.60, 2532.35, 2535.48
03/02/90, 2541.97, 2549.52, 2530.12, 2541.97
03/01/90, 2536.01, 2565.37, 2536.01, 2536.01
02/28/90, 2565.54, 2571.20, 2503.21, 2565.54
02/27/90, 2500.04, 2500.04, 2435.61, 2500.04
02/26/90, 2448.31, 2551.00, 2395.12, 2448.31
02/23/90, 2554.31, 2613.72, 2549.23, 2554.31
02/22/90, 2615.09, 2640.95, 2581.77, 2615.09
02/21/90, 2620.21, 2692.84, 2620.21, 2620.21
02/20/90, 2696.08, 2713.80, 2694.51, 2696.08
02/19/90, 2718.56, 2758.35, 2715.11, 2718.56
02/16/90, 2746.05, 2758.40, 2741.87, 2746.05
02/15/90, 2746.25, 2746.25, 2725.43, 2746.25
02/14/90, 2723.30, 2723.46, 2717.34, 2723.30
02/13/90, 2722.33, 2734.69, 2721.17, 2722.33
02/09/90, 2734.17, 2745.12, 2728.87, 2734.17
02/08/90, 2753.40, 2756.98, 2752.33, 2753.40
02/07/90, 2750.36, 2757.88, 2744.80, 2750.36
02/06/90, 2766.13, 2774.32, 2765.57, 2766.13
02/05/90, 2763.11, 2769.07, 2757.89, 2763.11
02/02/90, 2762.40, 2762.40, 2754.57, 2762.40
02/01/90, 2754.09, 2754.09, 2740.60, 2754.09
01/31/90, 2737.57, 2739.50, 2725.40, 2737.57
01/30/90, 2741.22, 2750.15, 2739.39, 2741.22
01/29/90, 2736.76, 2739.15, 2712.64, 2736.76
01/26/90, 2711.15, 2726.14, 2706.97, 2711.15
01/25/90, 2712.90, 2720.71, 2707.36, 2712.90
01/24/90, 2705.46, 2747.65, 2705.35, 2705.46
01/23/90, 2740.18, 2740.18, 2721.18, 2740.18
01/22/90, 2735.85, 2735.85, 2703.74, 2735.85
01/19/90, 2701.31, 2702.18, 2680.76, 2701.31
01/18/90, 2705.41, 2722.97, 2698.40, 2705.41
01/17/90, 2719.48, 2745.05, 2719.48, 2719.48
01/16/90, 2723.88, 2782.82, 2716.87, 2723.88
01/12/90, 2786.47, 2811.37, 2786.47, 2786.47
01/11/90, 2814.13, 2814.13, 2790.35, 2814.13
01/10/90, 2793.80, 2815.21, 2789.02, 2793.80
01/09/90, 2817.24, 2837.13, 2806.21, 2817.24
01/08/90, 2832.20, 2854.85, 2825.00, 2832.20
01/05/90, 2834.61, 2872.24, 2824.58, 2834.61
01/04/90, 2867.70, 2884.79, 2866.69, 2867.70
